snapshot_time,product_id,sellPrice,buyPrice,sellVolume,buyVolume,sellMovingWeek,buyMovingWeek,sellOrders,buyOrders
2025-04-28 18:24:02,ENCHANTMENT_HARDENED_MANA_5,260004.70585443036,406653.27499999997,30773,1161,7329,3535,568,191
2025-04-28 18:24:02,ENCHANTMENT_HARDENED_MANA_4,65334.0,99999.91764705883,2997,325,694,321,82,161
2025-04-28 18:24:02,ENCHANTMENT_HARDENED_MANA_7,409067.2,2089998.6,14,69,18,382,5,11
2025-04-28 18:24:02,CAPSAICIN_EYEDROPS_NO_CHARGES,1443546.8327272728,1580994.2,4854,9117,3560,8551,64,31
2025-04-28 18:24:02,ENCHANTMENT_HARDENED_MANA_6,224443.02666666664,1115160.7337662338,1968,4244,23,425,74,425
2025-04-28 18:24:02,ENCHANTMENT_ULTIMATE_NO_PAIN_NO_GAIN_4,8.0,0.0,4,0,4,12,1,0
2025-04-28 18:24:02,ENCHANTMENT_HARDENED_MANA_9,1065247.65,8888886.6,57,7,1,26,22,6
2025-04-28 18:24:02,ENCHANTMENT_ULTIMATE_NO_PAIN_NO_GAIN_3,0.4,0.0,300,0,24,24,4,0
2025-04-28 18:24:02,ENCHANTMENT_HARDENED_MANA_8,500000.4666666666,4399998.7,511,2,1,87,56,2
2025-04-28 18:24:02,ENCHANTMENT_ULTIMATE_NO_PAIN_NO_GAIN_5,17650.27142857143,162999.9,219,10,76,161,9,4
2025-04-28 18:24:02,ENCHANTED_RAW_CHICKEN,598.8082880079731,1170.1561785040856,5749736,369750,4502233,3425722,241,373
2025-04-28 18:24:02,ENCHANTED_WATER_LILY,1575.3513827201878,2071.9686764980397,273899,265584,792668,426183,22,472
2025-04-28 18:24:02,RED_SCARF,560431.9746031746,731091.7,2789,223,1502,2352,243,78
2025-04-28 18:24:02,LOG:1,2.2399139035150135,11.9,841372,666308,8386083,3549586,18,57
2025-04-28 18:24:02,TITANIUM_ORE,57.005945028501365,71.0998178583531,10784151,6506831,158431118,1557916,190,139
