snapshot_time,product_id,pricePerUnit,amount,orders,tier_rank
2025-04-28 18:24:03,ENCHANTED_BIRCH_LOG,298.5,19187,1,12
2025-04-28 18:24:03,ENCHANTED_BIRCH_LOG,298.4,26018,1,13
2025-04-28 18:24:03,ENCHANTED_BIRCH_LOG,298.3,14059,1,14
2025-04-28 18:24:03,ENCHANTED_BIRCH_LOG,285.9,252741,4,15
2025-04-28 18:24:03,ENCHANTED_BIRCH_LOG,280.3,4360,1,16
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85508190.8,1,1,0
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85508190.7,1,1,1
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85508190.6,1,1,2
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85508190.5,2,1,3
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85508190.4,2,1,4
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85508190.3,2,1,5
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85508190.2,1,1,6
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85298094.9,1,1,7
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85298094.7,1,1,8
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85298094.4,2,1,9
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076941.3,1,1,10
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076941.2,1,1,11
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076941.1,1,1,12
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076940.9,4,1,13
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076940.7,1,1,14
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076940.1,1,1,15
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076940.0,1,1,16
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076939.8,1,1,17
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076939.7,3,1,18
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076939.4,1,1,19
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076938.3,1,1,20
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076938.2,1,1,21
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076937.8,4,1,22
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076937.6,1,1,23
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076937.3,1,1,24
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076936.6,1,1,25
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076936.5,2,1,26
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076936.0,2,1,27
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076934.6,5,1,28
2025-04-28 18:24:03,FOURTH_MASTER_STAR,85076934.3,3,1,29
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1898.0,650,1,0
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1897.7,32,1,1
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1897.6,9981,1,2
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1896.9,3125,1,3
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1896.8,4384,1,4
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1841.7,836,1,5
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1841.6,1983,2,6
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1841.5,1990,2,7
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1840.8,1550,1,8
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1840.2,2104,1,9
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1840.1,592,1,10
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1839.8,13857,1,11
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1839.7,3776,1,12
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1839.4,60,1,13
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1839.1,359,1,14
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1838.9,7049,1,15
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1838.3,298,1,16
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1838.0,481,1,17
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1837.7,148,1,18
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1837.2,884,1,19
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1836.8,1024,1,20
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1836.5,9766,1,21
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1836.3,64,1,22
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1835.9,66196,1,23
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1752.1,9045,1,24
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1751.4,997,1,25
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1751.0,9996,1,26
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1748.4,112,1,27
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1748.3,13682,1,28
2025-04-28 18:24:03,ENCHANTED_GUNPOWDER,1748.1,192,1,29
2025-04-28 18:24:03,REFINED_AMBER,573700.5,33,1,0
2025-04-28 18:24:03,REFINED_AMBER,573700.4,2,1,1
2025-04-28 18:24:03,REFINED_AMBER,573700.2,31,1,2
2025-04-28 18:24:03,REFINED_AMBER,573700.1,1,1,3
2025-04-28 18:24:03,REFINED_AMBER,550000.1,1,1,4
2025-04-28 18:24:03,REFINED_AMBER,367550.5,1,1,5
2025-04-28 18:24:03,REFINED_AMBER,333000.3,1,1,6
2025-04-28 18:24:03,ENCHANTED_SUGAR,713.2,520,1,0
2025-04-28 18:24:03,ENCHANTED_SUGAR,713.1,128237,2,1
2025-04-28 18:24:03,ENCHANTED_SUGAR,713.0,17824,1,2
2025-04-28 18:24:03,ENCHANTED_SUGAR,706.9,34168,1,3
2025-04-28 18:24:03,ENCHANTED_SUGAR,706.7,65443,1,4
2025-04-28 18:24:03,ENCHANTED_SUGAR,706.2,55593,1,5
2025-04-28 18:24:03,ENCHANTED_SUGAR,706.1,71608,1,6
2025-04-28 18:24:03,ENCHANTED_SUGAR,706.0,71418,1,7
2025-04-28 18:24:03,ENCHANTED_SUGAR,702.8,302,1,8
2025-04-28 18:24:03,ENCHANTED_SUGAR,701.5,406073,8,9
2025-04-28 18:24:03,ENCHANTED_SUGAR,700.7,63578,2,10
2025-04-28 18:24:03,ENCHANTED_SUGAR,692.7,71173,2,11
2025-04-28 18:24:03,ENCHANTED_SUGAR,685.5,406,4,12
2025-04-28 18:24:03,ENCHANTED_SUGAR,684.2,19920,1,13
2025-04-28 18:24:03,ENCHANTED_SUGAR,682.3,10779,1,14
2025-04-28 18:24:03,ENCHANTED_SUGAR,681.2,784,1,15
2025-04-28 18:24:03,ENCHANTED_SUGAR,677.7,69738,1,16
2025-04-28 18:24:03,ENCHANTED_SUGAR,676.0,70287,1,17
2025-04-28 18:24:03,ENCHANTED_SUGAR,675.9,1024,5,18
2025-04-28 18:24:03,ENCHANTED_SUGAR,674.7,2976,1,19
2025-04-28 18:24:03,ENCHANTED_SUGAR,659.4,53602,1,20
2025-04-28 18:24:03,ENCHANTED_SUGAR,650.0,568021,9,21
2025-04-28 18:24:03,ENCHANTED_SUGAR,644.1,59827,1,22
2025-04-28 18:24:03,ENCHANTED_SUGAR,638.9,16111,1,23
2025-04-28 18:24:03,ENCHANTED_SUGAR,635.4,13636,1,24
2025-04-28 18:24:03,ENCHANTED_SUGAR,611.7,12048,4,25
2025-04-28 18:24:03,ENCHANTED_SUGAR,600.1,60696,1,26
2025-04-28 18:24:03,CACTUS,0.4,76506,2,0
2025-04-28 18:24:03,CACTUS,0.3,47495,2,1
2025-04-28 18:24:03,CACTUS,0.2,35458,1,2
2025-04-28 18:24:03,DUNG,56903.1,1479,1,0
2025-04-28 18:24:03,DUNG,56903.0,55,1,1
2025-04-28 18:24:03,DUNG,56902.8,613,1,2
2025-04-28 18:24:03,DUNG,56902.7,128,1,3
2025-04-28 18:24:03,DUNG,56561.7,510,1,4
2025-04-28 18:24:03,DUNG,56561.5,218,1,5
2025-04-28 18:24:03,DUNG,56561.4,40,1,6
2025-04-28 18:24:03,DUNG,56560.8,583,1,7
2025-04-28 18:24:03,DUNG,56560.6,64,1,8
2025-04-28 18:24:03,DUNG,56560.4,1005,1,9
2025-04-28 18:24:03,DUNG,56560.3,1022,1,10
2025-04-28 18:24:03,DUNG,56557.9,992,1,11
2025-04-28 18:24:03,DUNG,56556.6,20,1,12
2025-04-28 18:24:03,DUNG,56554.7,32,2,13
2025-04-28 18:24:03,DUNG,56553.9,151,1,14
2025-04-28 18:24:03,DUNG,56549.2,56,1,15
2025-04-28 18:24:03,DUNG,56547.7,81,1,16
2025-04-28 18:24:03,DUNG,56542.0,855,1,17
2025-04-28 18:24:03,DUNG,56540.9,995,1,18
2025-04-28 18:24:03,DUNG,56540.2,15,1,19
2025-04-28 18:24:03,DUNG,56540.1,125,1,20
2025-04-28 18:24:03,DUNG,55934.3,167,1,21
2025-04-28 18:24:03,DUNG,54000.0,2000,1,22
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1528.8,128477,2,0
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1528.7,68664,1,1
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1528.6,140656,2,2
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1528.3,24239,1,3
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1528.2,65550,1,4
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1528.0,24027,1,5
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1527.8,11647,1,6
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1527.3,32816,1,7
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1527.2,59541,1,8
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1524.8,59266,1,9
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1524.7,1605,1,10
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1524.4,5643,1,11
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1521.8,13009,1,12
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1520.0,67707,1,13
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1518.7,7194,1,14
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1515.7,47597,1,15
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1515.1,62789,1,16
2025-04-28 18:24:03,ENCHANTED_RAW_SALMON,1515.0,64806,1,17
2025-04-28 18:24:03,BOBBIN_SCRIPTURES,26140.7,251,1,0
2025-04-28 18:24:03,BOBBIN_SCRIPTURES,26140.6,32,1,1
2025-04-28 18:24:03,BOBBIN_SCRIPTURES,26140.3,13,1,2
2025-04-28 18:24:03,BOBBIN_SCRIPTURES,26120.7,21,1,3
2025-04-28 18:24:03,BOBBIN_SCRIPTURES,26120.3,173,1,4
2025-04-28 18:24:03,BOBBIN_SCRIPTURES,26120.0,184,1,5
2025-04-28 18:24:03,BOBBIN_SCRIPTURES,26119.9,251,1,6
2025-04-28 18:24:03,BOBBIN_SCRIPTURES,26110.8,55,1,7
2025-04-28 18:24:03,ENCHANTED_EMERALD,951.3,1022,1,0
2025-04-28 18:24:03,ENCHANTED_EMERALD,951.2,271,1,1
2025-04-28 18:24:03,ENCHANTED_EMERALD,951.0,491,1,2
2025-04-28 18:24:03,ENCHANTED_EMERALD,950.8,13444,2,3
2025-04-28 18:24:03,ENCHANTED_EMERALD,950.4,5998,1,4
2025-04-28 18:24:03,ENCHANTED_EMERALD,950.3,743,1,5
2025-04-28 18:24:03,ENCHANTED_EMERALD,950.2,64,1,6
2025-04-28 18:24:03,ENCHANTED_EMERALD,950.0,3309,1,7
2025-04-28 18:24:03,ENCHANTED_EMERALD,949.5,1524,1,8
2025-04-28 18:24:03,ENCHANTED_EMERALD,949.3,2801,1,9
2025-04-28 18:24:03,ENCHANTED_EMERALD,949.2,32,1,10
2025-04-28 18:24:03,ENCHANTED_EMERALD,949.0,870,1,11
2025-04-28 18:24:03,ENCHANTED_EMERALD,948.9,614,1,12
2025-04-28 18:24:03,ENCHANTED_EMERALD,948.8,987,1,13
2025-04-28 18:24:03,ENCHANTED_EMERALD,948.7,1024,1,14
2025-04-28 18:24:03,ENCHANTED_EMERALD,948.4,953,1,15
2025-04-28 18:24:03,ENCHANTED_EMERALD,948.3,4064,2,16
2025-04-28 18:24:03,ENCHANTED_EMERALD,915.3,629,1,17
2025-04-28 18:24:03,ENCHANTED_EMERALD,915.1,57,1,18
2025-04-28 18:24:03,ENCHANTED_EMERALD,914.3,71500,1,19
2025-04-28 18:24:03,ENCHANTED_EMERALD,914.1,2003,1,20
2025-04-28 18:24:03,ENCHANTED_EMERALD,914.0,69564,1,21
2025-04-28 18:24:03,ENCHANTED_EMERALD,913.9,534,1,22
2025-04-28 18:24:03,ENCHANTED_EMERALD,913.8,2026,2,23
2025-04-28 18:24:03,ENCHANTED_EMERALD,913.5,1919,1,24
2025-04-28 18:24:03,ENCHANTED_EMERALD,913.4,13,2,25
2025-04-28 18:24:03,ENCHANTED_EMERALD,913.3,4021,1,26
2025-04-28 18:24:03,ENCHANTED_EMERALD,913.1,173,1,27
2025-04-28 18:24:03,ENCHANTED_EMERALD,913.0,19691,1,28
2025-04-28 18:24:03,ENCHANTED_EMERALD,912.6,9901,1,29
2025-04-28 18:24:03,RED_MUSHROOM,8.4,99812,2,0
2025-04-28 18:24:03,RED_MUSHROOM,8.3,424209,6,1
2025-04-28 18:24:03,RED_MUSHROOM,8.2,209364,3,2
2025-04-28 18:24:03,RED_MUSHROOM,8.0,791531,12,3
2025-04-28 18:24:03,RED_MUSHROOM,7.9,71680,3,4
2025-04-28 18:24:03,RED_MUSHROOM,7.6,143360,2,5
2025-04-28 18:24:03,RED_MUSHROOM,7.5,276085,5,6
2025-04-28 18:24:03,RED_MUSHROOM,7.0,1505280,22,7
2025-04-28 18:24:03,RED_MUSHROOM,6.6,35020,4,8
2025-04-28 18:24:03,RED_MUSHROOM,6.2,88350,8,9
2025-04-28 18:24:03,RED_MUSHROOM,6.0,430080,14,10
2025-04-28 18:24:03,RED_MUSHROOM,5.7,143360,6,11
2025-04-28 18:24:03,RED_MUSHROOM,5.0,693583,14,12
2025-04-28 18:24:03,RED_MUSHROOM,2.0,71680,4,13
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4941.2,1024,1,0
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4941.0,19310,2,1
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4940.9,71575,1,2
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4940.2,626,1,3
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4940.0,2082,1,4
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4939.9,411,1,5
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4939.7,25,1,6
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4939.4,5090,1,7
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4939.2,1092,1,8
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4939.1,16245,2,9
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4918.4,73,1,10
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4907.2,441,2,11
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4906.9,160,1,12
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4906.3,68,1,13
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4905.5,20,1,14
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4904.8,64,1,15
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4903.8,10348,1,16
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4891.9,387,1,17
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4891.8,14366,1,18
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4889.6,7210,2,19
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4889.1,207,1,20
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4887.8,2586,1,21
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4867.9,15,1,22
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4862.9,5,1,23
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4862.7,5708,1,24
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4862.4,64,1,25
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4845.0,50,1,26
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,4795.0,71000,1,27
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,3000.0,10,6,28
2025-04-28 18:24:03,GRAND_EXP_BOTTLE,2500.0,150,1,29
2025-04-28 18:24:03,MUTTON,12.5,19162,1,0
2025-04-28 18:24:03,MUTTON,12.4,200388,4,1
2025-04-28 18:24:03,MUTTON,12.3,6098,1,2
2025-04-28 18:24:03,MUTTON,11.5,58981,1,3
2025-04-28 18:24:03,MUTTON,10.4,140000,2,4
2025-04-28 18:24:03,MUTTON,10.2,44152,1,5
2025-04-28 18:24:03,MUTTON,10.0,209718,3,6
2025-04-28 18:24:03,MUTTON,9.4,59890,1,7
2025-04-28 18:24:03,MUTTON,9.1,41608,1,8
2025-04-28 18:24:03,MUTTON,9.0,48631,1,9
2025-04-28 18:24:03,MUTTON,8.4,22582,1,10
2025-04-28 18:24:03,MUTTON,8.3,12992,1,11
2025-04-28 18:24:03,MUTTON,8.0,108484,3,12
2025-04-28 18:24:03,MUTTON,7.9,28964,1,13
2025-04-28 18:24:03,MUTTON,7.7,30143,3,14
2025-04-28 18:24:03,MUTTON,7.4,55607,1,15
2025-04-28 18:24:03,MUTTON,3.5,276480,4,16
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1225002.7,2,2,0
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1225002.5,4,1,1
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1225002.3,4,1,2
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1225002.2,32,1,3
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1225002.1,2,1,4
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1225002.0,1,1,5
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1225001.8,2,2,6
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1225000.7,7,1,7
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1225000.6,1,1,8
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1225000.4,2,1,9
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1225000.2,4,1,10
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1225000.0,1,1,11
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1210885.9,4,1,12
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_2,1093215.7,2,1,13
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,818181.8,4,1,0
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,818181.7,37,1,1
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,818181.4,11,1,2
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,818181.1,30,1,3
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,818180.8,3,1,4
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,818180.7,5,1,5
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,818180.6,15,1,6
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,818180.3,13,1,7
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,818180.1,56,1,8
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,807507.4,176,1,9
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,807505.4,49,1,10
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,807504.8,2,1,11
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,584101.1,16,1,12
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,500004.0,2,1,13
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,500003.1,4,1,14
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,500002.6,18,1,15
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,500001.7,30,1,16
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,500000.2,4,1,17
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,455001.2,10,1,18
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,455000.5,32,1,19
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,450000.0,4,1,20
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,300006.8,30,1,21
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,300006.3,2,2,22
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,300006.2,31,1,23
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,300005.5,3,1,24
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,300005.0,32,1,25
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,300004.8,32,1,26
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,300003.9,16,2,27
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,300003.4,8,1,28
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_1,300003.3,4,1,29
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,56306983.9,1,1,0
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,56306983.8,1,1,1
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,56306983.7,8,1,2
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,56306983.6,1,1,3
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,56306983.5,3,1,4
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,56306983.3,1,1,5
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,56306983.1,2,1,6
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,56306983.0,1,1,7
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,56306982.8,2,1,8
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,56306982.7,1,1,9
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,56306982.6,3,1,10
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,56306981.9,4,1,11
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,55820505.9,1,1,12
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,55820505.7,1,1,13
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,55820505.6,1,1,14
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,55250006.3,17,1,15
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,55250003.7,1,1,16
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,55250000.8,1,1,17
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,54600004.6,1,1,18
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,54600003.6,5,1,19
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,54600001.4,4,1,20
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_4,54230688.0,1,1,21
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3533283.8,4,1,0
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3533283.7,1,1,1
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3533283.6,1,1,2
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3494091.2,2,1,3
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3494090.9,8,1,4
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3494090.8,4,1,5
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3448251.7,1,1,6
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3400000.0,1,1,7
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3322649.4,1,1,8
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3322649.3,4,1,9
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3322649.1,2,1,10
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3322648.4,1,1,11
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3322648.3,27,1,12
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3322648.2,1,1,13
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3322648.1,4,1,14
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3322648.0,2,1,15
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3203421.9,1,1,16
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3203421.2,2,1,17
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3203421.1,5,1,18
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3139061.4,1,1,19
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3000000.4,9,1,20
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,3000000.3,1,1,21
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,2284791.0,1,1,22
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,2197672.9,1,1,23
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,2197671.9,1,1,24
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,1875624.5,1,1,25
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,1756781.0,4,1,26
2025-04-28 18:24:03,ENCHANTMENT_DEDICATION_3,1500002.0,1,1,27
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301686.0,2,1,0
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301685.9,32,1,1
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301685.8,27,1,2
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301685.6,26,1,3
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301685.5,5,1,4
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301684.9,17,1,5
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301684.6,30,1,6
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301684.5,252,1,7
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301684.2,251,1,8
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301682.9,256,1,9
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301681.6,32,1,10
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301681.4,17,1,11
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301681.3,3,1,12
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301680.6,19,1,13
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301680.5,84,1,14
2025-04-28 18:24:03,ENCHANTMENT_ULTIMATE_WISE_2,301679.4,29,1,15
